?û³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼??û	¶ÔÓ¦Îï¼?Ë÷??	¿í¶È	¸ß¶È	Ëµ?÷ÎÄ×Ö	Îå??Êô?Ô	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµ?·Å	½Å±¾?û(²ÎÊ?1)	¼¼ÄÜID£¨²ÎÊ?1£©	²ÎÊ?2(ÊÍ·¨Àà?Í)	²ÎÊ?3(ÊÇ·ñ¹?²¥)	²ÎÊ?4(ÊÇ·ñÓ?µÈ¼¶¸ÅÄî)	²ÎÊ?5(ÊÇ·ñ¿É·Å¿?½?À¸)	Target	ÎïÆ·×î´óµ?·ÅÖµ	?ªÇóµÈ¼¶ÏàÍ¬	?ªÇóÎå??ÏàÍ¬	?ªÇó??ÔËÏàÍ¬	?ªÇóMagicLevel1ÏàÍ¬	?ªÇóMagicLevel2ÏàÍ¬	?ªÇóMagicLevel3ÏàÍ¬	?ªÇóMagicLevel4ÏàÍ¬	?ªÇóMagicLevel5ÏàÍ¬	?ªÇóMagicLevel6ÏàÍ¬	µÀ¾ß¶îÍâ²ÎÊ?1	µÀ¾ß¶îÍâ²ÎÊ?2	µÀ¾ß¶îÍâ²ÎÊ?3	µÀ¾ß¶îÍâ²ÎÊ?4	µÀ¾ß¶îÍâ²ÎÊ?5	µÀ¾ß¶îÍâ²ÎÊ?6
"MËt ®å ""§ång hµnh luyÖn cÊp"" 198"	6	1	644	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Phi Thiªn ®éng gi?t 150 tªn K? Chñy, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 199"	6	1	645	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Phong l¨ng §é gi?t 50 tªn ThÇn T?, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 200"	6	1	646	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Phong l¨ng §é gi?t 100 tªn ThÇn T?, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 201"	6	1	647	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Phong l¨ng §é gi?t 150 tªn ThÇn T?, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 202"	6	1	648	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 T­êng V©n ®éng gi?t 50 tªn §ao kh¸ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 203"	6	1	649	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 T­êng V©n ®éng gi?t 100 tªn §ao kh¸ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 204"	6	1	650	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 T­êng V©n ®éng gi?t 150 tªn §ao kh¸ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 205"	6	1	651	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 T­êng V©n ®éng gi?t 50 tªn s¬n  TÆc, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 206"	6	1	652	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 T­êng V©n ®éng gi?t 100 tªn s¬n  TÆc, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 207"	6	1	653	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 T­êng V©n ®éng gi?t 150 tªn s¬n  TÆc, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 208"	6	1	654	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 T­êng V©n ®éng gi?t 50 tªn Lang Bæng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 209"	6	1	655	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 T­êng V©n ®éng gi?t 100 tªn Lang Bæng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 210"	6	1	656	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 T­êng V©n ®éng gi?t 150 tªn Lang Bæng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 211"	6	1	657	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 T­êng V©n ®éng gi?t 50 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 212"	6	1	658	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 T­êng V©n ®éng gi?t 100 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 213"	6	1	659	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 T­êng V©n ®éng gi?t 150 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 214"	6	1	660	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 T­êng V©n ®éng gi?t 50 tªn §én Phñ, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 215"	6	1	661	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 T­êng V©n ®éng gi?t 100 tªn §én Phñ, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 216"	6	1	662	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 T­êng V©n ®éng gi?t 150 tªn §én Phñ, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 217"	6	1	663	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­¬ng Trung ®éng gi?t 50 tªn K? Chñy, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 218"	6	1	664	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­¬ng Trung ®éng gi?t 100 tªn K? Chñy, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 219"	6	1	665	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­¬ng Trung ®éng gi?t 150 tªn K? Chñy, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 220"	6	1	666	\spr\item\script\item_huangjintupu.spr	38	1	1	§?n Long M«n trÊn gi?t 50 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 221"	6	1	667	\spr\item\script\item_huangjintupu.spr	38	1	1	§?n Long M«n trÊn gi?t 100 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 222"	6	1	668	\spr\item\script\item_huangjintupu.spr	38	1	1	§?n Long M«n trÊn gi?t 150 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 223"	6	1	669	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Hoµng Hµ Nguyªn ®Çu gi?t 50 con B¹ch hæ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 224"	6	1	670	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Hoµng Hµ Nguyªn ®Çu gi?t 100 con B¹ch hæ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 225"	6	1	671	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Hoµng Hµ Nguyªn ®Çu gi?t 150 con B¹ch hæ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 226"	6	1	672	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L·o Hæ ®éng gi?t 50 tªn Tr­êng Th­¬ng, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 227"	6	1	673	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L·o Hæ ®éng gi?t 100 tªn Tr­êng Th­¬ng, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 228"	6	1	674	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L·o Hæ ®éng gi?t 150 tªn Tr­êng Th­¬ng, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 229"	6	1	675	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n C¸n Viªn ®éng gi?t 50 con Voi Hoµng Hµ, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 230"	6	1	676	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n C¸n Viªn ®éng gi?t 100 con Voi Hoµng Hµ, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 231"	6	1	677	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n C¸n Viªn ®éng gi?t 150 con Voi Hoµng Hµ, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 232"	6	1	678	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L­u Tiªn ®éng gi?t 50 tªn §o¶n K?ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 233"	6	1	679	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L­u Tiªn ®éng gi?t 100 tªn §o¶n K?ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 234"	6	1	680	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n L­u Tiªn ®éng gi?t 150 tªn §o¶n K?ch, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 235"	6	1	681	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 L­u Tiªn ®éng gi?t 50 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 236"	6	1	682	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 L­u Tiªn ®éng gi?t 100 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 237"	6	1	683	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 L­u Tiªn ®éng gi?t 150 tªn Ngäc DiÖn, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 238"	6	1	684	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 L­u Tiªn ®éng gi?t 50 tªn L­u L­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 239"	6	1	685	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 L­u Tiªn ®éng gi?t 100 tªn L­u L­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 240"	6	1	686	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 3 L­u Tiªn ®éng gi?t 150 tªn L­u L­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 241"	6	1	687	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 L­u Tiªn ®éng gi?t 50 tªn B×nh Th­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 242"	6	1	688	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 L­u Tiªn ®éng gi?t 100 tªn B×nh Th­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 243"	6	1	689	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 4 L­u Tiªn ®éng gi?t 150 tªn B×nh Th­¬ng, §ång hµnh t? cÊp 55 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 244"	6	1	690	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 L­u Tiªn ®éng gi?t 50 tªn K? Chñy, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 245"	6	1	691	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 L­u Tiªn ®éng gi?t 100 tªn K? Chñy, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 246"	6	1	692	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 5 L­u Tiªn ®éng gi?t 150 tªn K? Chñy, §ång hµnh t? cÊp 65 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 247"	6	1	693	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 6 L­u Tiªn ®éng gi?t 50 tªn Hµnh Gi¶, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 248"	6	1	694	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 6 L­u Tiªn ®éng gi?t 100 tªn Hµnh Gi¶, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 249"	6	1	695	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 6 L­u Tiªn ®éng gi?t 150 tªn Hµnh Gi¶, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 250"	6	1	696	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n B¨ng HuyÖt ®éng gi?t 50 tªn TuyÖt Qu¸i, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 251"	6	1	697	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n B¨ng HuyÖt ®éng gi?t 100 tªn TuyÖt Qu¸i, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 252"	6	1	698	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n B¨ng HuyÖt ®éng gi?t 150 tªn TuyÖt Qu¸i, §ång hµnh t? cÊp 45 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 253"	6	1	699	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Ki?n T?nh Phong s¬n  ®éng gi?t 50 tªn §én Phñ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 254"	6	1	700	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Ki?n T?nh Phong s¬n  ®éng gi?t 100 tªn §én Phñ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 255"	6	1	701	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Ki?n T?nh Phong s¬n  ®éng gi?t 150 tªn §én Phñ, §ång hµnh t? cÊp 35 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 256"	6	1	702	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Sa M¹c §?a BiÓu gi?t 50 con Bß c¹p, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 257"	6	1	703	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Sa M¹c §?a BiÓu gi?t 100 con Bß c¹p, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 258"	6	1	704	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Sa M¹c §?a BiÓu gi?t 150 con Bß c¹p, §ång hµnh t? cÊp 75 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 259"	6	1	705	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 Sa M¹c s¬n  ®éng gi?t 50 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 260"	6	1	706	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 Sa M¹c s¬n  ®éng gi?t 100 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 261"	6	1	707	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 Sa M¹c s¬n  ®éng gi?t 150 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 262"	6	1	708	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 Sa M¹c s¬n  ®éng gi?t 50 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 263"	6	1	709	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 Sa M¹c s¬n  ®éng gi?t 100 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 264"	6	1	710	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 2 Sa M¹c s¬n  ®éng gi?t 150 tªn L­u V©n, §ång hµnh t? cÊp 85 trë lªn."		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 265"	6	1	711	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Kho¸i Ho¹t l©m gi?t 50 tªn §ång Chïy, §ång hµnh t? cÊp 25 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 266"	6	1	712	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Kho¸i Ho¹t l©m gi?t 100 tªn §ång Chïy, §ång hµnh t? cÊp 25 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 267"	6	1	713	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n Kho¸i Ho¹t l©m gi?t 150 tªn §ång Chïy, §ång hµnh t? cÊp 25 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 268"	6	1	714	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­îc V­¬ng cèc gi?t 50 con Linh Miªu, §ång hµnh t? cÊp 5 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 269"	6	1	715	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­îc V­¬ng cèc gi?t 100 con Linh Miªu, §ång hµnh t? cÊp 5 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 270"	6	1	716	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n D­îc V­¬ng cèc gi?t 150 con Linh Miªu, §ång hµnh t? cÊp 5 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 271"	6	1	717	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 D­îc V­¬ng ®éng gi?t 50 tªn Thi?t Tr¶o, §ång hµnh t? cÊp 25 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
"MËt ®å ""§ång hµnh luyÖn cÊp"" 272"	6	1	718	\spr\item\script\item_huangjintupu.spr	38	1	1	"§?n tÇng 1 D­îc V­¬ng ®éng gi?t 100 tªn Thi?t Tr¶o, §ång hµnh t? cÊp 25 trë lªn"		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0						
